Customer ID,Age,Gender,Annual Income,Spending Score
760,86,Female,197393.00,62
761,69,Female,64739.00,84
762,23,Male,94882.00,66
763,35,Male,93920.00,74
764,45,Female,194577.00,22
765,70,Female,161459.00,45
766,62,Female,151015.00,74
767,57,Female,87265.00,99
768,52,Female,197380.00,64
769,50,Male,164703.00,73
770,35,Female,87068.00,74
771,67,Female,142820.00,12
772,20,Female,57414.00,66
773,23,Female,35821.00,26
774,68,Female,129922.00,70
775,31,Male,165920.00,39
776,40,Female,96771.00,51
777,74,Male,160882.00,5
778,34,Female,55983.00,9
779,41,Female,158601.00,18
780,66,Female,180763.00,79
781,32,Female,24024.00,19
782,85,Male,103010.00,34
783,42,Female,49970.00,13
784,90,Male,153585.00,36
785,71,Female,95374.00,36
786,84,Female,33155.00,68
787,87,Male,144187.00,83
788,76,Female,98844.00,84
789,52,Female,48968.00,100
790,23,Female,84346.00,17
791,80,Female,80553.00,8
792,84,Female,71621.00,89
793,55,Female,135073.00,12
794,79,Male,93783.00,33
795,70,Male,198305.00,85
796,53,Female,146455.00,68
797,31,Male,177879.00,20
798,64,Male,171097.00,24
799,58,Male,166019.00,39
800,48,Male,55191.00,99
801,65,Female,111980.00,58
802,62,Male,74749.00,94
803,20,Male,56688.00,4
804,33,Female,98626.00,82
805,46,Male,115058.00,75
806,41,Female,199456.00,9
807,68,Male,139769.00,60
808,49,Female,64643.00,3
809,86,Female,154730.00,87
810,70,Female,134646.00,60
811,55,Male,169165.00,82
812,64,Female,49198.00,70
813,88,Male,59948.00,53
814,39,Female,111425.00,85
815,58,Female,115529.00,38
816,49,Male,195029.00,99
817,20,Female,188328.00,13
818,31,Female,40699.00,100
819,46,Female,171943.00,78
820,88,Male,121555.00,65
821,25,Female,127328.00,83
822,87,Female,178693.00,27
823,78,Male,133038.00,19
824,50,Female,56604.00,72
825,55,Female,189945.00,97
826,85,Female,133601.00,1
827,41,Male,92549.00,8
828,31,Male,152964.00,44
829,43,Male,144656.00,17
830,83,Male,132512.00,7
831,69,Female,169335.00,10
832,45,Female,72217.00,45
833,36,Male,134815.00,100
834,80,Male,190903.00,21
835,59,Female,169200.00,89
836,34,Male,178957.00,93
837,23,Male,187873.00,53
838,19,Female,105512.00,47
839,61,Male,118870.00,78
840,86,Male,99837.00,41
841,21,Female,178843.00,16
842,80,Female,101836.00,81
843,83,Female,39314.00,21
844,32,Male,62758.00,17
845,36,Female,65511.00,37
846,67,Male,110877.00,22
847,76,Male,92593.00,65
848,47,Male,184654.00,68
849,37,Female,68561.00,48
850,69,Female,132316.00,34
851,64,Female,143666.00,85
852,24,Female,130987.00,92
853,66,Female,34176.00,7
854,42,Male,171128.00,75
855,72,Male,188096.00,3
856,51,Male,156948.00,29
857,47,Male,106157.00,82
858,20,Female,71561.00,32
859,42,Female,98960.00,51
860,46,Male,68144.00,72
861,82,Male,138788.00,41
862,27,Female,166551.00,65
863,28,Female,30736.00,4
864,73,Female,117656.00,23
865,67,Male,27210.00,71
866,44,Female,161667.00,35
867,55,Male,124649.00,58
868,59,Female,188031.00,33
869,36,Female,153529.00,63
870,51,Male,177697.00,34
871,72,Female,90187.00,43
872,49,Female,81804.00,85
873,60,Female,67828.00,12
874,77,Male,56428.00,76
875,74,Male,22367.00,98
876,65,Female,179989.00,67
877,37,Male,114596.00,67
878,40,Female,179075.00,65
879,62,Female,121950.00,41
880,57,Female,40925.00,23
881,20,Female,167993.00,19
882,32,Male,121633.00,40
883,60,Female,35782.00,58
884,87,Male,105032.00,94
885,26,Female,38428.00,31
886,44,Male,173937.00,91
887,26,Male,186992.00,42
888,80,Female,74099.00,40
889,63,Female,150185.00,13
890,71,Male,115198.00,77
891,63,Female,78296.00,34
892,28,Male,80307.00,38
893,55,Male,53038.00,29
894,87,Male,55792.00,84
895,36,Female,39689.00,49
896,19,Male,153781.00,6
897,52,Male,116662.00,29
898,38,Male,76663.00,80
899,24,Female,159414.00,79
900,72,Female,120085.00,81
901,63,Male,102167.00,19
902,37,Female,175496.00,73
903,38,Male,190821.00,38
904,71,Male,84268.00,27
905,39,Male,162820.00,89
906,80,Male,33193.00,63
907,80,Male,80537.00,75
908,51,Female,183939.00,18
909,33,Female,163858.00,37
910,87,Male,75396.00,83
911,50,Male,67687.00,79
912,83,Male,71541.00,10
913,71,Male,108614.00,31
914,19,Male,59348.00,23
915,85,Female,126069.00,72
916,62,Female,31948.00,1
917,89,Male,177512.00,62
918,90,Male,84929.00,83
919,90,Male,140063.00,79
920,57,Female,38224.00,4
921,40,Female,20442.00,23
922,47,Male,162352.00,86
923,36,Female,199934.00,38
924,79,Female,108865.00,26
925,71,Male,152722.00,11
926,26,Male,141600.00,84
927,28,Male,76394.00,96
928,90,Female,140857.00,45
929,36,Male,162031.00,9
930,55,Female,190813.00,22
931,40,Female,44095.00,17
932,67,Male,48217.00,34
933,45,Female,94535.00,7
934,83,Female,125511.00,12
935,66,Male,55422.00,98
936,59,Female,63061.00,79
937,67,Male,170005.00,51
938,41,Male,79851.00,57
939,81,Female,162193.00,50
940,80,Male,80468.00,35
941,39,Male,168654.00,91
942,75,Female,96952.00,78
943,71,Male,46751.00,27
944,90,Female,48500.00,87
945,83,Male,122787.00,97
946,44,Female,56095.00,98
947,78,Male,120169.00,34
948,66,Male,45575.00,1
949,41,Male,161614.00,7
950,64,Female,189594.00,84
951,46,Male,107928.00,5
952,44,Female,39712.00,47
953,27,Male,42401.00,53
954,53,Female,137028.00,21
955,46,Male,62957.00,15
956,59,Male,135310.00,49
957,29,Female,34703.00,26
958,69,Female,161582.00,45
959,83,Male,151968.00,78
960,32,Male,36442.00,27
961,75,Male,65116.00,50
962,36,Male,141308.00,9
963,69,Female,44115.00,31
964,28,Female,136112.00,63
965,31,Male,161192.00,11
966,35,Male,131200.00,27
967,41,Male,59087.00,74
968,66,Male,121139.00,27
969,89,Female,162578.00,75
970,47,Female,76662.00,63
971,43,Male,59106.00,57
972,49,Male,93112.00,73
973,25,Male,113464.00,1
974,24,Female,51686.00,31
975,37,Male,156602.00,7
976,75,Female,111023.00,73
977,58,Male,49579.00,81
978,74,Female,78019.00,81
979,51,Female,33185.00,58
980,68,Male,45630.00,20
981,58,Female,147733.00,51
982,76,Male,102849.00,27
983,39,Male,166452.00,34
984,86,Male,119742.00,94
985,86,Female,192901.00,27
986,82,Female,48232.00,25
987,74,Male,28100.00,51
988,33,Male,64795.00,45
989,43,Male,75609.00,71
990,30,Male,28032.00,79
991,36,Female,145469.00,65
992,63,Female,117469.00,17
993,22,Male,53048.00,82
994,44,Female,100108.00,13
995,60,Female,175868.00,7
996,41,Male,188180.00,18
